CUSTOMERID,INVOICEID,INVOICEDATE,AMOUNT,QUANTITY,PAYMENTMETHOD
CUST0418,INV03178,2023-06-03 13:53:13.000,246.99,2,Bank Transfer
CUST0254,INV03118,2023-06-03 15:45:35.000,167.35,5,Gift Card
CUST0179,INV03139,2023-06-03 17:43:29.000,44.97,6,PayPal
CUST0145,INV03568,2023-06-03 18:21:58.000,117.01,9,Bank Transfer
CUST0134,INV03303,2023-06-03 20:15:20.000,350.63,10,Credit Card
CUST0466,INV03647,2023-06-03 20:35:10.000,140.47,8,Gift Card
CUST0190,INV01657,2023-06-03 22:11:41.000,109.54,10,Gift Card
CUST0257,INV04662,2023-06-03 23:29:49.000,231.43,1,Bank Transfer
CUST0185,INV04496,2023-06-04 00:28:24.000,310.82,5,Bank Transfer
CUST0346,INV02111,2023-06-04 01:08:51.000,384.57,8,Credit Card
CUST0330,INV01912,2023-06-04 05:34:55.000,406.98,8,Credit Card
CUST0264,INV04387,2023-06-04 09:09:22.000,218.64,2,Bank Transfer
CUST0329,INV01717,2023-06-04 16:01:52.000,333.09,2,PayPal
CUST0006,INV01273,2023-06-04 17:23:06.000,57.99,4,Gift Card
CUST0280,INV03611,2023-06-04 18:08:53.000,433.52,8,Credit Card
CUST0294,INV00143,2023-06-05 02:17:04.000,141.00,9,Credit Card
CUST0008,INV01159,2023-06-05 09:41:22.000,175.19,4,Credit Card
CUST0215,INV01963,2023-06-05 09:46:27.000,336.82,5,Bank Transfer
CUST0266,INV03016,2023-06-05 18:29:08.000,390.03,3,Credit Card
CUST0163,INV00791,2023-06-06 00:11:15.000,291.52,8,Bank Transfer
CUST0203,INV03314,2023-06-06 01:06:36.000,75.29,5,PayPal
CUST0441,INV04430,2023-06-06 01:23:51.000,284.05,1,Gift Card
CUST0019,INV00337,2023-06-06 03:36:32.000,282.99,1,Credit Card
CUST0302,INV03076,2023-06-06 04:54:38.000,129.85,10,PayPal
CUST0441,INV04361,2023-06-06 06:44:25.000,268.17,5,Credit Card
CUST0090,INV02179,2023-06-06 12:29:43.000,486.72,10,Credit Card
CUST0452,INV03820,2023-06-07 01:57:26.000,314.88,5,PayPal
CUST0148,INV00458,2023-06-07 03:05:08.000,55.57,6,Credit Card
CUST0011,INV02074,2023-06-07 10:07:10.000,14.25,1,Bank Transfer
CUST0403,INV00398,2023-06-07 10:47:58.000,118.55,7,Bank Transfer
CUST0404,INV02358,2023-06-07 15:19:44.000,160.04,10,Credit Card
CUST0444,INV03792,2023-06-07 15:52:12.000,148.23,4,PayPal
CUST0073,INV01356,2023-06-07 16:38:50.000,10.59,4,Credit Card
CUST0486,INV00101,2023-06-07 16:52:24.000,350.69,8,Bank Transfer
CUST0017,INV01890,2023-06-07 17:07:12.000,480.30,6,Gift Card
CUST0351,INV00268,2023-06-07 19:12:38.000,58.13,4,PayPal
CUST0358,INV03900,2023-06-07 23:05:48.000,445.79,10,Bank Transfer
CUST0429,INV03561,2023-06-08 03:52:45.000,149.67,1,Credit Card
CUST0158,INV04449,2023-06-08 06:15:39.000,302.42,6,PayPal
CUST0279,INV02576,2023-06-08 14:15:06.000,362.40,7,Gift Card
CUST0108,INV00622,2023-06-08 14:52:14.000,350.96,10,Credit Card
CUST0306,INV01465,2023-06-08 15:47:42.000,376.07,6,Credit Card
CUST0254,INV01304,2023-06-08 18:43:26.000,401.91,3,Bank Transfer
CUST0243,INV03210,2023-06-08 20:49:12.000,138.34,2,Bank Transfer
CUST0381,INV00135,2023-06-09 00:17:33.000,388.55,8,Credit Card
CUST0095,INV02790,2023-06-09 05:33:24.000,387.51,6,Bank Transfer
CUST0209,INV00902,2023-06-09 09:36:54.000,396.77,5,Credit Card
CUST0292,INV00757,2023-06-09 19:44:02.000,39.23,3,Credit Card
CUST0488,INV04071,2023-06-09 20:07:02.000,86.92,3,PayPal
CUST0236,INV00455,2023-06-09 23:11:43.000,449.30,1,Gift Card
CUST0470,INV01363,2023-06-10 03:07:32.000,254.63,6,Bank Transfer
CUST0119,INV02559,2023-06-10 05:59:12.000,53.70,3,Bank Transfer
CUST0443,INV03437,2023-06-10 08:23:08.000,61.96,1,PayPal
CUST0431,INV04784,2023-06-10 09:38:57.000,394.08,2,Gift Card
CUST0302,INV04279,2023-06-10 13:04:41.000,314.50,1,Gift Card
CUST0174,INV03151,2023-06-10 13:51:51.000,57.58,4,Credit Card
CUST0114,INV04855,2023-06-10 20:33:23.000,115.25,8,Bank Transfer
CUST0212,INV01836,2023-06-10 20:47:19.000,331.70,3,PayPal
CUST0182,INV02750,2023-06-10 21:15:06.000,62.43,8,Gift Card
CUST0470,INV04501,2023-06-10 22:10:52.000,350.44,7,Gift Card
CUST0207,INV03490,2023-06-11 01:40:49.000,292.79,4,Credit Card
CUST0245,INV03047,2023-06-11 03:53:35.000,403.68,3,Credit Card
CUST0175,INV01863,2023-06-11 04:55:57.000,144.89,9,Bank Transfer
CUST0140,INV00019,2023-06-11 11:06:13.000,104.48,2,Bank Transfer
CUST0439,INV01218,2023-06-11 18:39:34.000,352.75,2,Gift Card
CUST0075,INV00474,2023-06-12 07:27:13.000,402.02,3,Gift Card
CUST0425,INV00411,2023-06-12 07:30:29.000,144.01,5,PayPal
CUST0225,INV04432,2023-06-12 07:57:29.000,279.14,7,Bank Transfer
CUST0159,INV04770,2023-06-12 12:06:11.000,59.72,3,PayPal
CUST0197,INV02752,2023-06-12 12:12:01.000,277.93,5,Gift Card
CUST0466,INV02450,2023-06-12 13:01:03.000,328.33,3,Credit Card
CUST0378,INV00903,2023-06-12 17:23:27.000,212.35,6,Gift Card
CUST0237,INV02482,2023-06-13 01:20:15.000,437.99,7,Bank Transfer
CUST0392,INV02811,2023-06-13 10:00:23.000,111.08,5,PayPal
CUST0346,INV02558,2023-06-13 12:54:57.000,271.43,2,PayPal
CUST0442,INV01182,2023-06-13 13:44:12.000,392.83,2,Bank Transfer
CUST0269,INV00329,2023-06-13 19:51:06.000,386.09,10,PayPal
CUST0074,INV04055,2023-06-13 20:19:15.000,227.64,2,PayPal
CUST0474,INV03275,2023-06-13 23:04:06.000,217.25,4,PayPal
CUST0238,INV00667,2023-06-14 07:26:57.000,169.44,2,Gift Card
CUST0399,INV04766,2023-06-14 07:52:21.000,339.22,3,Bank Transfer
CUST0363,INV04736,2023-06-14 12:38:50.000,396.81,8,PayPal
CUST0251,INV01054,2023-06-14 15:35:55.000,383.61,9,Credit Card
CUST0228,INV01659,2023-06-14 16:19:18.000,445.55,8,Bank Transfer
CUST0367,INV03842,2023-06-14 20:02:57.000,315.13,5,PayPal
CUST0010,INV02901,2023-06-14 21:53:22.000,79.74,5,Gift Card
CUST0279,INV03062,2023-06-14 22:26:41.000,336.04,7,Gift Card
CUST0240,INV03777,2023-06-15 04:42:56.000,238.76,4,Credit Card
CUST0168,INV02580,2023-06-15 09:02:36.000,340.20,2,Gift Card
CUST0257,INV01043,2023-06-15 13:15:37.000,109.69,3,Bank Transfer
CUST0284,INV02859,2023-06-15 13:22:57.000,428.84,10,Bank Transfer
CUST0021,INV02089,2023-06-15 18:48:41.000,143.69,8,Credit Card
CUST0022,INV03585,2023-06-15 20:40:10.000,147.63,8,PayPal
CUST0120,INV03414,2023-06-15 21:10:22.000,160.29,6,Bank Transfer
CUST0489,INV04996,2023-06-15 21:23:48.000,317.07,10,Credit Card
CUST0089,INV02819,2023-06-15 23:05:39.000,146.64,5,Bank Transfer
CUST0440,INV04883,2023-06-16 01:10:36.000,171.49,4,PayPal
CUST0294,INV03895,2023-06-16 01:35:11.000,184.80,5,Credit Card
CUST0021,INV02329,2023-06-16 06:01:27.000,90.96,5,Bank Transfer
CUST0399,INV03232,2023-06-16 06:52:20.000,241.43,3,Gift Card
CUST0068,INV00354,2023-06-16 07:20:30.000,490.85,3,Bank Transfer
CUST0273,INV01271,2023-06-16 10:48:57.000,63.90,9,Gift Card
CUST0375,INV01660,2023-06-16 11:00:28.000,337.67,6,Credit Card
CUST0121,INV02469,2023-06-16 12:23:11.000,212.36,5,PayPal
CUST0336,INV00285,2023-06-16 14:29:46.000,358.44,5,PayPal
CUST0367,INV03427,2023-06-16 16:56:17.000,312.25,1,Bank Transfer
CUST0346,INV04902,2023-06-16 17:11:21.000,466.76,2,Credit Card
CUST0345,INV04264,2023-06-16 17:28:02.000,345.43,4,Gift Card
CUST0095,INV00592,2023-06-16 18:58:31.000,427.54,8,Gift Card
CUST0230,INV03680,2023-06-17 02:11:56.000,311.69,7,Credit Card
CUST0032,INV01568,2023-06-17 08:25:01.000,309.83,2,Credit Card
CUST0415,INV00034,2023-06-17 15:10:24.000,37.26,3,Gift Card
CUST0314,INV00601,2023-06-17 15:15:08.000,460.33,9,PayPal
CUST0186,INV00827,2023-06-17 17:13:45.000,78.12,8,Bank Transfer
CUST0324,INV04818,2023-06-17 21:02:42.000,234.54,9,Gift Card
CUST0272,INV03640,2023-06-17 22:46:56.000,75.40,1,PayPal
CUST0123,INV00447,2023-06-18 00:01:04.000,330.96,3,Credit Card
CUST0147,INV03836,2023-06-18 07:55:51.000,270.97,8,Bank Transfer
CUST0287,INV03032,2023-06-18 08:08:57.000,495.29,10,PayPal
CUST0313,INV00734,2023-06-18 10:54:26.000,93.64,10,Credit Card
CUST0269,INV00561,2023-06-18 11:04:51.000,130.66,2,Bank Transfer
CUST0099,INV04800,2023-06-18 12:42:49.000,234.47,6,Gift Card
CUST0092,INV01114,2023-06-18 16:20:46.000,226.43,5,Credit Card
CUST0499,INV01521,2023-06-18 19:28:03.000,221.05,4,Credit Card
CUST0070,INV03328,2023-06-19 01:40:14.000,44.34,6,PayPal
CUST0133,INV01227,2023-06-19 01:54:27.000,66.69,2,Credit Card
CUST0446,INV00039,2023-06-19 03:42:34.000,459.39,7,Gift Card
CUST0052,INV00045,2023-06-19 04:24:57.000,301.03,8,Credit Card
CUST0155,INV02091,2023-06-19 07:15:15.000,196.53,8,Gift Card
CUST0077,INV02728,2023-06-19 11:07:56.000,115.98,5,Credit Card
CUST0049,INV03378,2023-06-19 12:20:47.000,38.69,3,Bank Transfer
CUST0001,INV02562,2023-06-19 13:45:54.000,196.12,4,Gift Card
CUST0063,INV03015,2023-06-19 13:49:33.000,107.08,10,Bank Transfer
CUST0069,INV01302,2023-06-19 22:29:48.000,203.33,6,Credit Card
CUST0007,INV00209,2023-06-19 23:06:39.000,40.22,4,PayPal
CUST0374,INV03819,2023-06-20 02:22:11.000,41.13,1,PayPal
CUST0103,INV03734,2023-06-20 03:03:14.000,386.02,8,Bank Transfer
CUST0037,INV04425,2023-06-20 06:01:01.000,241.10,9,PayPal
CUST0405,INV03651,2023-06-20 08:49:37.000,189.94,5,Credit Card
CUST0252,INV00505,2023-06-20 10:12:09.000,102.02,1,PayPal
CUST0286,INV00766,2023-06-20 10:26:45.000,379.01,7,PayPal
CUST0414,INV03519,2023-06-20 13:26:46.000,284.53,4,PayPal
CUST0378,INV02429,2023-06-20 14:19:08.000,115.12,6,Credit Card
CUST0139,INV03207,2023-06-20 14:51:49.000,271.97,5,Bank Transfer
CUST0155,INV04477,2023-06-20 16:36:18.000,56.80,2,PayPal
CUST0404,INV03971,2023-06-20 21:21:38.000,332.06,7,Credit Card
CUST0298,INV02524,2023-06-20 23:23:24.000,356.70,5,Bank Transfer
CUST0187,INV03510,2023-06-20 23:42:06.000,379.23,1,PayPal
CUST0033,INV03197,2023-06-20 23:46:16.000,384.59,10,Gift Card
CUST0050,INV04819,2023-06-21 02:58:32.000,201.95,1,PayPal
CUST0032,INV04168,2023-06-21 07:06:13.000,14.22,2,PayPal
CUST0026,INV02565,2023-06-21 07:39:24.000,365.73,3,Bank Transfer
CUST0206,INV04377,2023-06-21 09:29:23.000,259.03,2,PayPal
CUST0281,INV04365,2023-06-21 10:14:45.000,381.67,2,PayPal
CUST0326,INV03547,2023-06-21 15:41:56.000,256.69,6,PayPal
CUST0004,INV00378,2023-06-21 16:59:41.000,317.20,4,PayPal
CUST0052,INV03794,2023-06-21 23:32:11.000,74.07,3,Credit Card
CUST0122,INV04288,2023-06-22 06:37:08.000,62.46,5,PayPal
CUST0361,INV02667,2023-06-22 09:09:14.000,440.47,9,Bank Transfer
CUST0133,INV00982,2023-06-22 12:51:41.000,496.89,6,Credit Card
CUST0365,INV01219,2023-06-22 15:27:53.000,80.15,9,Credit Card
CUST0274,INV03203,2023-06-22 17:45:58.000,23.70,5,Bank Transfer
CUST0061,INV03357,2023-06-22 18:26:34.000,119.76,9,Gift Card
CUST0326,INV02058,2023-06-22 21:56:18.000,232.94,3,Gift Card
CUST0378,INV01009,2023-06-23 05:10:55.000,131.34,6,PayPal
CUST0254,INV01985,2023-06-23 13:06:44.000,119.99,4,PayPal
CUST0488,INV04140,2023-06-23 15:23:07.000,266.72,9,Credit Card
CUST0383,INV00059,2023-06-23 17:13:53.000,499.79,8,PayPal
CUST0068,INV01023,2023-06-23 17:57:44.000,383.36,9,Gift Card
CUST0129,INV02543,2023-06-23 18:26:55.000,423.22,5,Gift Card
CUST0460,INV00889,2023-06-23 22:50:59.000,188.08,2,Gift Card
CUST0176,INV03773,2023-06-24 01:28:19.000,72.15,7,Credit Card
CUST0238,INV04666,2023-06-24 05:06:17.000,434.18,7,Credit Card
CUST0417,INV00955,2023-06-24 07:24:29.000,134.16,5,Credit Card
CUST0210,INV04043,2023-06-24 07:43:05.000,401.94,5,PayPal
CUST0271,INV00836,2023-06-24 09:12:15.000,116.33,4,Bank Transfer
CUST0475,INV01500,2023-06-24 12:18:39.000,279.65,6,Gift Card
CUST0109,INV04413,2023-06-24 12:41:40.000,467.94,5,Gift Card
CUST0440,INV04463,2023-06-24 23:54:01.000,393.17,7,PayPal
CUST0447,INV02671,2023-06-25 01:52:30.000,366.70,2,Credit Card
CUST0098,INV00727,2023-06-25 02:28:37.000,78.57,4,Credit Card
CUST0192,INV01158,2023-06-25 03:06:58.000,455.29,4,Credit Card
CUST0004,INV04029,2023-06-25 06:59:02.000,241.14,3,PayPal
CUST0392,INV00821,2023-06-25 07:29:56.000,56.31,3,Bank Transfer
CUST0078,INV04658,2023-06-25 08:46:17.000,456.33,4,PayPal
CUST0355,INV00742,2023-06-25 09:36:04.000,72.18,3,Bank Transfer
CUST0099,INV04346,2023-06-25 09:55:41.000,20.01,9,Credit Card
CUST0038,INV04897,2023-06-25 11:09:56.000,213.49,10,Gift Card
CUST0405,INV00759,2023-06-25 12:05:29.000,399.34,10,PayPal
CUST0373,INV01443,2023-06-25 12:31:17.000,95.12,6,PayPal
CUST0092,INV00715,2023-06-25 13:36:06.000,225.88,8,PayPal
CUST0431,INV02836,2023-06-25 21:54:30.000,319.38,9,Gift Card
CUST0093,INV01563,2023-06-26 02:56:11.000,292.26,9,Bank Transfer
CUST0416,INV04513,2023-06-26 18:50:07.000,31.90,9,Credit Card
CUST0369,INV02986,2023-06-27 00:09:11.000,140.87,8,Gift Card
CUST0144,INV00465,2023-06-27 01:02:11.000,204.96,10,PayPal
CUST0125,INV03869,2023-06-27 01:13:36.000,359.79,1,Gift Card
CUST0343,INV03235,2023-06-27 01:27:41.000,159.58,6,PayPal
CUST0492,INV01573,2023-06-27 12:10:05.000,337.64,4,Credit Card
CUST0303,INV01788,2023-06-27 12:42:16.000,136.34,9,Gift Card
CUST0167,INV04962,2023-06-27 13:30:18.000,256.58,9,PayPal
CUST0146,INV01432,2023-06-27 15:33:36.000,424.09,7,Bank Transfer
CUST0190,INV04573,2023-06-27 18:38:43.000,43.58,10,Bank Transfer
CUST0189,INV02184,2023-06-27 21:08:24.000,233.57,8,PayPal
CUST0485,INV00444,2023-06-28 02:06:47.000,389.07,3,Gift Card
CUST0432,INV00699,2023-06-28 08:22:05.000,179.09,5,Credit Card
CUST0013,INV03704,2023-06-28 10:43:23.000,343.68,10,Gift Card
CUST0447,INV00762,2023-06-28 11:16:07.000,130.86,6,Gift Card
CUST0051,INV04768,2023-06-28 20:11:25.000,447.05,4,Credit Card
CUST0286,INV02533,2023-06-29 01:07:29.000,241.76,7,Credit Card
CUST0185,INV00619,2023-06-29 05:02:25.000,466.43,2,Bank Transfer
CUST0201,INV00404,2023-06-29 05:33:40.000,119.42,10,Bank Transfer
CUST0013,INV02712,2023-06-29 06:44:40.000,18.54,7,PayPal
CUST0044,INV03237,2023-06-29 07:22:02.000,229.83,1,Bank Transfer
CUST0280,INV04955,2023-06-29 21:04:34.000,150.82,6,Credit Card
CUST0227,INV04521,2023-06-29 21:36:14.000,366.72,7,Bank Transfer
CUST0116,INV02984,2023-06-30 01:52:19.000,130.31,4,Credit Card
CUST0462,INV04440,2023-06-30 04:31:07.000,33.43,4,Credit Card
CUST0090,INV04617,2023-06-30 09:01:39.000,487.41,6,PayPal
CUST0017,INV04183,2023-06-30 11:19:48.000,75.93,6,PayPal
CUST0099,INV04389,2023-07-01 01:20:25.000,314.29,10,Credit Card
CUST0148,INV02838,2023-07-01 02:38:16.000,40.24,4,Bank Transfer
CUST0183,INV01295,2023-07-01 02:59:28.000,12.89,8,Bank Transfer
CUST0417,INV03254,2023-07-01 06:34:20.000,204.07,10,Bank Transfer
CUST0083,INV00768,2023-07-01 07:28:19.000,354.62,10,Credit Card
CUST0347,INV00862,2023-07-01 10:21:11.000,182.85,5,Bank Transfer
CUST0205,INV04157,2023-07-01 11:10:24.000,333.13,2,Gift Card
CUST0146,INV00804,2023-07-01 11:19:52.000,179.01,5,Gift Card
CUST0341,INV04293,2023-07-01 13:10:07.000,490.85,8,Gift Card
CUST0050,INV03049,2023-07-01 15:58:27.000,76.62,2,PayPal
CUST0403,INV02943,2023-07-01 23:04:53.000,71.00,10,Gift Card
CUST0255,INV02026,2023-07-02 00:32:29.000,496.22,5,Credit Card
CUST0345,INV02092,2023-07-02 02:07:29.000,142.44,7,Bank Transfer
CUST0108,INV01683,2023-07-02 03:22:21.000,187.43,4,PayPal
CUST0255,INV01399,2023-07-02 10:07:12.000,57.73,1,PayPal
CUST0016,INV02714,2023-07-02 12:47:15.000,110.24,9,Credit Card
CUST0267,INV02535,2023-07-02 12:54:56.000,307.30,6,Bank Transfer
CUST0429,INV01961,2023-07-02 20:10:35.000,353.78,7,Gift Card
CUST0304,INV01762,2023-07-02 21:49:07.000,292.22,7,Gift Card
CUST0009,INV03747,2023-07-02 23:28:45.000,74.23,6,Credit Card
CUST0190,INV02903,2023-07-03 04:22:35.000,460.49,6,Bank Transfer
CUST0028,INV01176,2023-07-03 05:27:13.000,454.25,4,PayPal
CUST0136,INV01339,2023-07-03 10:35:09.000,363.82,7,Bank Transfer
CUST0149,INV00393,2023-07-03 11:39:45.000,339.13,5,Credit Card
CUST0397,INV00269,2023-07-03 19:19:15.000,414.65,5,Gift Card
CUST0053,INV03745,2023-07-03 19:33:50.000,407.32,3,Bank Transfer
CUST0052,INV02796,2023-07-03 20:07:41.000,55.23,9,Bank Transfer
CUST0316,INV02332,2023-07-03 20:49:04.000,420.06,2,Bank Transfer
CUST0116,INV03740,2023-07-03 21:05:49.000,261.76,2,Credit Card
CUST0431,INV04337,2023-07-03 21:47:54.000,132.62,6,Gift Card
CUST0416,INV03738,2023-07-04 09:42:29.000,143.94,10,PayPal
CUST0443,INV01962,2023-07-04 12:06:08.000,387.27,5,Bank Transfer
CUST0290,INV02243,2023-07-04 12:25:17.000,103.72,5,PayPal
CUST0246,INV02414,2023-07-04 14:31:47.000,118.08,3,Credit Card
CUST0211,INV02472,2023-07-04 16:41:46.000,305.03,10,Gift Card
CUST0399,INV00094,2023-07-04 22:53:44.000,51.50,9,PayPal
CUST0444,INV02604,2023-07-04 23:13:56.000,470.90,9,Credit Card
CUST0378,INV03183,2023-07-05 02:13:22.000,304.04,2,Gift Card
CUST0500,INV01623,2023-07-05 02:49:54.000,136.15,6,Credit Card
CUST0018,INV02842,2023-07-05 03:59:33.000,11.79,1,Gift Card
CUST0125,INV03201,2023-07-05 07:00:09.000,151.60,8,Bank Transfer
CUST0346,INV01677,2023-07-05 08:11:16.000,165.63,7,Gift Card
CUST0193,INV03891,2023-07-05 10:23:24.000,428.72,6,Credit Card
CUST0286,INV02224,2023-07-05 13:20:38.000,138.87,2,PayPal
CUST0254,INV03758,2023-07-06 02:30:35.000,139.28,9,Gift Card
CUST0228,INV01250,2023-07-06 12:17:34.000,189.99,2,Credit Card
CUST0335,INV02655,2023-07-07 00:19:23.000,188.21,4,PayPal
CUST0115,INV04548,2023-07-07 04:50:33.000,141.43,7,Bank Transfer
CUST0097,INV02012,2023-07-07 07:51:03.000,321.88,8,PayPal
CUST0001,INV03208,2023-07-07 12:09:29.000,282.58,9,PayPal
CUST0080,INV02647,2023-07-07 17:15:13.000,432.74,1,Bank Transfer
CUST0073,INV01377,2023-07-07 19:31:12.000,48.71,2,Credit Card
CUST0031,INV03330,2023-07-07 22:54:24.000,56.93,4,PayPal
CUST0253,INV04235,2023-07-07 23:52:30.000,144.87,10,Credit Card
CUST0017,INV00134,2023-07-08 02:24:56.000,144.68,9,Bank Transfer
CUST0073,INV01699,2023-07-08 06:34:30.000,207.57,8,PayPal
CUST0312,INV00350,2023-07-08 13:20:14.000,458.80,4,Bank Transfer
CUST0360,INV04860,2023-07-08 18:53:27.000,326.49,1,Bank Transfer
CUST0312,INV04601,2023-07-09 02:38:31.000,414.08,2,Credit Card
CUST0126,INV02287,2023-07-09 03:52:01.000,232.92,2,PayPal
CUST0440,INV03089,2023-07-09 06:06:31.000,202.81,6,Gift Card
CUST0170,INV01393,2023-07-09 06:46:40.000,209.57,9,Credit Card
CUST0346,INV02749,2023-07-09 07:47:14.000,447.94,9,PayPal
CUST0257,INV03382,2023-07-09 18:07:09.000,444.75,8,Bank Transfer
CUST0010,INV00856,2023-07-09 23:53:08.000,476.76,1,Gift Card
CUST0390,INV00299,2023-07-10 03:36:52.000,389.04,10,PayPal
CUST0449,INV02451,2023-07-10 05:05:50.000,123.58,3,PayPal
CUST0154,INV01550,2023-07-10 06:19:37.000,208.23,3,PayPal
CUST0201,INV01453,2023-07-10 08:10:59.000,59.33,1,Gift Card
CUST0137,INV04479,2023-07-10 08:34:44.000,451.34,7,Bank Transfer
CUST0348,INV00399,2023-07-10 09:07:50.000,369.16,8,Gift Card
CUST0062,INV00295,2023-07-10 09:11:23.000,435.07,7,Bank Transfer
CUST0300,INV03256,2023-07-10 11:55:34.000,397.25,1,Credit Card
CUST0170,INV02895,2023-07-10 13:21:37.000,173.66,8,Gift Card
CUST0481,INV00844,2023-07-10 18:38:11.000,342.77,3,Credit Card
CUST0453,INV01769,2023-07-10 22:01:48.000,94.31,5,Credit Card
CUST0440,INV03085,2023-07-10 23:13:12.000,391.10,1,PayPal
CUST0392,INV00611,2023-07-11 04:40:03.000,134.02,8,Gift Card
CUST0464,INV00011,2023-07-11 06:37:21.000,270.21,4,Credit Card
CUST0061,INV01335,2023-07-11 08:18:24.000,93.84,1,PayPal
CUST0139,INV03699,2023-07-11 15:06:08.000,361.97,10,Gift Card
CUST0386,INV02204,2023-07-11 18:46:13.000,274.12,2,Gift Card
CUST0002,INV02843,2023-07-11 21:27:47.000,191.33,5,Bank Transfer
CUST0301,INV04779,2023-07-12 03:15:12.000,54.66,4,Bank Transfer
CUST0378,INV04352,2023-07-12 05:47:56.000,56.51,10,Credit Card
CUST0249,INV04868,2023-07-12 12:23:13.000,475.35,4,Gift Card
CUST0382,INV02556,2023-07-12 17:00:55.000,437.50,8,Gift Card
CUST0357,INV03296,2023-07-12 17:47:36.000,236.30,6,PayPal
CUST0058,INV03218,2023-07-12 19:53:48.000,319.20,4,Gift Card
CUST0401,INV02608,2023-07-12 20:46:07.000,346.35,2,PayPal
CUST0099,INV02087,2023-07-13 03:41:19.000,261.58,9,Credit Card
CUST0153,INV00304,2023-07-13 04:53:00.000,474.75,8,Bank Transfer
CUST0035,INV04128,2023-07-13 06:22:58.000,494.34,3,Credit Card
CUST0314,INV04304,2023-07-13 07:12:28.000,26.77,4,Bank Transfer
CUST0489,INV00177,2023-07-13 12:01:18.000,424.77,1,PayPal
CUST0275,INV01135,2023-07-13 13:47:53.000,215.02,2,Gift Card
CUST0421,INV04406,2023-07-13 18:08:47.000,418.10,10,Bank Transfer
CUST0471,INV03297,2023-07-13 19:14:48.000,156.81,5,Credit Card
CUST0230,INV03746,2023-07-13 23:26:14.000,15.14,8,PayPal
CUST0208,INV02582,2023-07-14 00:56:56.000,289.02,2,PayPal
CUST0286,INV02624,2023-07-14 02:54:00.000,406.46,7,Gift Card
CUST0434,INV04516,2023-07-14 11:06:10.000,157.21,8,Bank Transfer
CUST0315,INV00300,2023-07-14 20:52:11.000,222.52,7,Gift Card
CUST0199,INV00349,2023-07-14 22:09:23.000,332.19,10,Bank Transfer
CUST0156,INV02239,2023-07-15 02:46:13.000,419.80,10,Bank Transfer
CUST0399,INV03478,2023-07-15 04:32:03.000,125.31,1,Bank Transfer
CUST0451,INV04608,2023-07-15 04:52:01.000,340.17,6,Gift Card
CUST0420,INV00207,2023-07-15 08:06:33.000,495.43,1,Gift Card
CUST0443,INV01314,2023-07-15 08:40:52.000,34.97,7,Bank Transfer
CUST0352,INV02902,2023-07-15 10:33:59.000,354.32,3,Credit Card
CUST0306,INV04973,2023-07-15 12:18:39.000,440.85,1,Bank Transfer
CUST0146,INV01438,2023-07-15 15:22:31.000,141.13,5,Bank Transfer
CUST0238,INV03012,2023-07-15 17:39:00.000,334.66,4,Credit Card
CUST0113,INV04340,2023-07-15 23:12:03.000,248.35,10,PayPal
CUST0123,INV02356,2023-07-16 13:59:46.000,204.52,7,Credit Card
CUST0074,INV01351,2023-07-16 15:30:05.000,469.91,10,Credit Card
CUST0015,INV04099,2023-07-16 19:22:41.000,470.09,4,Gift Card
CUST0374,INV01716,2023-07-16 21:11:49.000,159.82,10,Gift Card
CUST0155,INV03451,2023-07-16 23:09:54.000,457.31,7,Credit Card
CUST0039,INV01661,2023-07-17 00:41:38.000,170.29,9,Bank Transfer
CUST0256,INV00744,2023-07-17 00:59:36.000,309.90,2,Bank Transfer
CUST0071,INV01098,2023-07-17 01:30:12.000,195.67,2,Bank Transfer
CUST0132,INV02363,2023-07-17 02:04:49.000,213.63,7,PayPal
CUST0323,INV01759,2023-07-17 03:50:47.000,185.85,1,PayPal
CUST0002,INV04473,2023-07-17 11:55:40.000,102.11,10,Bank Transfer
CUST0025,INV04530,2023-07-17 13:06:57.000,478.95,4,Bank Transfer
CUST0396,INV02448,2023-07-17 15:44:57.000,272.37,2,Credit Card
CUST0114,INV04439,2023-07-17 22:50:21.000,191.68,7,Credit Card
CUST0086,INV03975,2023-07-18 03:22:55.000,389.76,1,Credit Card
CUST0110,INV01415,2023-07-18 04:02:49.000,36.50,1,Gift Card
CUST0203,INV02758,2023-07-18 06:15:16.000,244.97,9,Gift Card
CUST0430,INV02716,2023-07-18 06:20:04.000,224.36,7,Gift Card
CUST0338,INV04090,2023-07-18 08:40:32.000,240.76,7,Credit Card
CUST0082,INV00980,2023-07-18 10:33:14.000,95.61,9,Credit Card
CUST0483,INV03368,2023-07-18 11:57:36.000,428.74,9,Gift Card
CUST0425,INV02742,2023-07-18 13:22:56.000,422.87,4,Gift Card
CUST0044,INV04044,2023-07-18 16:36:22.000,324.36,9,PayPal
CUST0153,INV00901,2023-07-19 04:41:42.000,113.09,3,Gift Card
CUST0426,INV04957,2023-07-19 10:35:52.000,349.72,9,Credit Card
CUST0456,INV04442,2023-07-19 13:27:12.000,76.59,4,Gift Card
CUST0022,INV03713,2023-07-19 22:44:20.000,489.73,2,Credit Card
CUST0258,INV03711,2023-07-19 23:15:25.000,454.86,1,Gift Card
CUST0364,INV03894,2023-07-20 06:32:50.000,134.76,3,Credit Card
CUST0400,INV01871,2023-07-20 09:48:53.000,365.97,4,Bank Transfer
